country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Brazil,2017,BRA,208504960.0,2926999240704.0,20.217,0.097,497.121,4.373,0.888,1586.351,-159.297,-9.125,7.608,0.542,0.458,2.384,0.17,0.144,66.689,0.32,498.514,2.391,0.17,709.525,14800.135,124967.812,2236.765,385.152,1059.26,114325.672,10265.364,144.069,16608.686,1.183,17.505,0.084,70.186,0.337,5.208,7.127,1089.23,5.224,448.99,2.153,187.82,0.901,316.132,1.516,0.031,6.392,3462.993,1.344,1.38,3.908,0.46,1.841,0.931,5.282,0.3,2.222,0.474,14.654,1.843,1.698,4.518,0.986,23.861,2.587,2.111,4.916,0.023,0.048,0.074,0.003,1486.01,1085.92,1.393,0.28
Brazil,2018,BRA,210166592.0,2965401501696.0,20.494,0.098,477.999,-19.123,-3.847,1378.641,-207.71,-13.094,6.56,0.465,0.397,2.274,0.161,0.138,65.737,0.313,478.331,2.276,0.161,730.019,15278.134,126346.453,2302.501,402.657,1126.327,115226.32,10566.169,150.461,16539.109,1.172,17.505,0.083,67.066,0.319,5.016,6.867,900.643,4.285,438.0,2.084,177.53,0.845,300.805,1.431,0.03,6.392,3475.968,1.309,1.3,3.358,0.446,1.821,0.939,5.25,0.303,2.27,0.488,14.688,1.856,1.712,4.298,0.894,21.018,2.452,2.109,4.903,0.023,0.049,0.075,0.003,1443.29,1054.18,0.332,0.069
Brazil,2019,BRA,211782880.0,,21.048,0.099,473.464,-4.534,-0.949,1712.449,333.808,24.213,8.086,,0.485,2.236,,0.134,61.926,0.292,476.565,2.25,,751.067,15751.598,128058.898,2364.427,420.162,1193.393,116465.305,10865.695,156.853,16681.945,,17.505,0.083,67.066,0.317,5.052,6.929,1238.985,5.85,449.79,2.124,189.05,0.893,299.527,1.414,0.03,6.392,3532.95,1.303,1.278,4.113,0.422,1.801,0.947,5.23,0.305,2.312,0.5,14.76,1.868,1.725,4.02,0.88,26.949,2.42,2.094,4.894,0.024,0.05,0.076,0.003,1467.48,1069.92,3.101,0.655
Brazil,2020,BRA,213196304.0,,23.366,0.11,444.504,-28.96,-6.117,1472.334,-240.115,-14.022,6.906,,0.434,2.085,,0.131,56.21,0.264,427.564,2.005,,774.433,16196.104,129531.242,2420.637,437.667,1252.141,117493.141,11147.979,163.245,15921.327,,17.505,0.082,58.748,0.276,4.994,6.893,1027.829,4.821,459.01,2.153,201.77,0.946,282.284,1.324,0.03,6.392,3394.368,1.431,1.27,3.746,0.395,1.787,0.953,5.207,0.307,2.356,0.509,14.809,1.881,1.739,4.393,0.778,23.93,2.59,2.166,4.885,0.024,0.05,0.077,0.003,1469.64,1064.71,-16.94,-3.811
Brazil,2021,BRA,214326224.0,,24.488,0.114,497.206,52.702,11.856,1655.765,183.431,12.459,7.725,,0.464,2.32,,0.139,67.642,0.316,462.223,2.157,,798.921,16693.309,131187.0,2488.279,455.172,1328.045,118651.688,11453.256,169.637,16659.977,,17.505,0.082,75.904,0.354,,,1158.559,5.406,,,,,305.275,1.424,0.03,6.392,3570.67,1.447,1.35,4.025,0.451,1.774,0.962,5.188,0.31,2.398,0.523,14.874,1.896,1.751,4.339,0.958,26.809,2.651,2.121,4.871,0.024,0.051,0.078,0.003,,,-34.984,-7.036
Brazil,2022,BRA,215313504.0,,23.619,0.11,483.477,-13.729,-2.761,1596.469,-59.297,-3.581,7.415,,0.429,2.245,,0.13,56.21,0.261,,,,822.539,17176.787,132783.469,2544.488,472.677,1387.833,119764.68,11773.22,176.029,17299.75,,17.505,0.081,59.788,0.278,,,1112.991,5.169,,,,,319.964,1.486,0.03,6.392,3724.87,1.471,1.301,3.851,0.369,1.763,0.969,5.166,0.311,2.44,0.53,14.933,1.912,1.762,4.404,0.772,25.824,2.694,2.122,,,,,,,,,
Canada,2000,CAN,30683316.0,1138677121024.0,7.232,0.236,567.096,22.614,4.153,796.565,22.967,2.969,25.961,0.7,0.218,18.482,0.498,0.155,129.62,4.224,580.914,18.933,0.51,234.064,22188.885,59371.375,7816.763,298.252,4182.17,37182.859,9622.101,35.534,118875.336,3.203,16.248,0.53,173.423,5.652,21.125,23.921,229.469,7.479,86.25,2.811,39.41,1.284,237.197,7.73,0.11,3.375,3647.49,1.002,2.224,2.58,1.408,1.271,2.121,3.422,1.488,2.643,3.428,5.363,2.633,0.88,4.679,3.666,4.269,2.308,1.56,2.254,0.004,0.02,0.026,0.001,733.98,648.19,13.818,2.437
Canada,2001,CAN,31002768.0,1162073341952.0,6.983,0.225,559.147,-7.949,-1.402,827.888,31.323,3.932,26.704,0.712,0.232,18.035,0.481,0.157,127.083,4.099,559.607,18.05,0.482,241.047,22748.031,60199.266,7943.846,313.925,4347.67,37451.605,9863.147,38.395,115218.68,3.074,15.673,0.506,165.5,5.338,20.652,30.954,268.741,8.668,86.12,2.778,37.9,1.222,241.047,7.775,0.092,2.861,3572.098,0.926,2.178,2.696,1.372,1.258,2.122,3.409,1.486,2.701,3.43,5.363,2.625,0.903,4.667,3.48,5.336,2.328,1.341,2.255,0.004,0.021,0.026,0.001,959.65,640.28,0.46,0.082
Canada,2002,CAN,31322400.0,1200474947584.0,7.148,0.228,564.374,5.227,0.935,793.92,-33.968,-4.103,25.347,0.661,0.215,18.018,0.47,0.153,124.437,3.973,582.856,18.608,0.486,248.195,23312.404,60993.184,8068.283,329.95,4519.425,37681.148,10105.215,41.336,117915.383,3.077,16.026,0.512,171.755,5.483,21.111,31.311,229.546,7.329,87.8,2.803,39.22,1.252,242.067,7.728,0.094,2.941,3693.393,0.914,2.15,2.51,1.285,1.244,2.123,3.393,1.483,2.762,3.432,5.355,2.617,0.925,4.935,3.502,4.263,2.342,1.36,2.256,0.005,0.021,0.026,0.001,980.74,661.26,18.482,3.275
Canada,2003,CAN,31619456.0,1225605382144.0,7.248,0.229,581.427,17.053,3.022,795.193,1.273,0.16,25.149,0.649,0.214,18.388,0.474,0.157,123.534,3.907,577.372,18.26,0.471,255.443,23893.832,61788.375,8191.817,345.449,4693.67,37894.914,10363.174,44.277,117365.117,3.028,15.499,0.49,174.245,5.511,21.59,31.711,213.766,6.761,88.65,2.804,40.07,1.267,257.959,8.158,0.093,2.942,3711.021,0.843,2.103,2.375,1.174,1.228,2.122,3.375,1.477,2.811,3.432,5.341,2.612,0.944,4.498,3.428,3.664,2.43,1.331,2.255,0.005,0.021,0.027,0.001,1002.7,682.67,-4.056,-0.698
Canada,2004,CAN,31911670.0,1267051659264.0,7.52,0.236,579.689,-1.738,-0.299,798.177,2.984,0.375,25.012,0.63,0.212,18.165,0.458,0.154,115.875,3.631,584.065,18.303,0.461,262.963,24473.52,62586.551,8307.692,361.449,4863.933,38113.402,10630.116,47.368,118078.047,2.974,16.0,0.501,170.262,5.335,21.299,31.322,218.488,6.847,91.19,2.858,42.08,1.319,266.942,8.365,0.097,3.09,3768.068,0.837,2.025,2.347,1.065,1.212,2.12,3.356,1.469,2.861,3.425,5.331,2.607,0.962,4.669,3.237,4.051,2.424,1.334,2.253,0.005,0.021,0.027,0.001,999.55,679.69,4.375,0.755
Canada,2005,CAN,32215914.0,1311262900224.0,7.614,0.236,574.764,-4.926,-0.85,807.101,8.924,1.118,25.053,0.616,0.213,17.841,0.438,0.152,116.966,3.631,608.947,18.902,0.464,270.577,25048.285,63393.656,8424.659,377.118,5034.569,38345.738,10891.0,50.362,117744.773,2.893,15.67,0.486,170.636,5.297,21.533,31.451,232.338,7.212,91.55,2.842,42.96,1.334,260.884,8.098,0.093,2.994,3793.256,0.79,1.942,2.341,1.012,1.194,2.115,3.338,1.46,2.905,3.416,5.327,2.6,0.975,4.503,3.175,4.749,2.348,1.236,2.249,0.005,0.022,0.028,0.001,1013.23,693.71,34.183,5.947
Canada,2006,CAN,32531864.0,1349429624832.0,7.728,0.238,568.585,-6.179,-1.075,753.974,-53.127,-6.582,23.176,0.559,0.2,17.478,0.421,0.151,114.307,3.514,576.086,17.708,0.427,278.306,25616.869,64147.629,8538.966,393.14,5203.038,38531.129,11150.107,53.313,115946.312,2.795,16.021,0.492,168.469,5.179,20.981,30.804,185.39,5.699,93.64,2.878,38.83,1.194,259.107,7.965,0.091,2.951,3771.95,0.735,1.858,2.104,0.937,1.173,2.109,3.315,1.449,2.95,3.402,5.314,2.593,0.984,4.61,3.039,3.542,2.311,1.167,2.244,0.005,0.022,0.028,0.001,1002.12,682.56,7.502,1.319
Canada,2007,CAN,32862458.0,1381196103680.0,7.731,0.235,593.755,25.171,4.427,760.951,6.977,0.925,23.156,0.551,0.194,18.068,0.43,0.152,119.147,3.626,599.455,18.241,0.434,286.037,26210.623,64908.582,8658.112,409.223,5385.224,38698.328,11415.866,56.163,119158.602,2.835,16.083,0.489,182.186,5.544,21.798,31.513,167.196,5.088,92.57,2.817,42.96,1.307,265.759,8.087,0.087,2.85,3915.844,0.685,1.885,2.11,0.932,1.151,2.103,3.293,1.438,2.993,3.394,5.304,2.587,0.989,4.685,3.179,3.67,2.363,1.098,2.238,0.005,0.022,0.029,0.001,1035.59,716.34,5.699,0.96
Canada,2008,CAN,33218542.0,1398902882304.0,6.988,0.21,576.809,-16.947,-2.854,715.28,-45.671,-6.002,21.533,0.511,0.185,17.364,0.412,0.149,112.985,3.401,583.686,17.571,0.417,293.025,26787.432,65623.859,8771.098,424.539,5567.073,38836.797,11672.815,58.882,116479.148,2.766,15.317,0.461,181.85,5.474,20.828,30.437,138.471,4.168,88.87,2.675,43.25,1.302,256.95,7.735,0.082,2.719,3869.268,0.611,1.8,1.945,0.856,1.127,2.096,3.268,1.426,3.031,3.383,5.289,2.58,0.992,4.575,3.085,2.921,2.293,1.046,2.23,0.005,0.023,0.029,0.001,1011.07,691.86,6.877,1.192
Canada,2009,CAN,33593920.0,1361508171776.0,5.364,0.16,544.14,-32.669,-5.664,655.273,-60.007,-8.389,19.506,0.481,0.176,16.198,0.4,0.146,93.593,2.786,575.21,17.122,0.422,298.389,27331.572,66279.133,8864.691,438.917,5742.333,38947.93,11926.105,61.139,110665.805,2.731,14.378,0.428,175.259,5.217,19.553,29.057,111.133,3.308,85.85,2.556,40.14,1.195,253.289,7.54,0.067,2.257,3717.698,0.456,1.728,1.784,0.718,1.098,2.087,3.241,1.411,3.062,3.372,5.266,2.573,0.989,4.351,3.049,2.122,2.311,0.925,2.221,0.005,0.023,0.029,0.001,976.14,656.85,31.071,5.71
Canada,2010,CAN,33963416.0,1407421775872.0,6.005,0.177,556.062,11.922,2.191,651.909,-3.364,-0.513,19.194,0.463,0.174,16.372,0.395,0.148,96.047,2.828,607.099,17.875,0.431,304.395,27887.635,66931.047,8960.738,453.622,5921.6,39043.777,12183.892,63.389,110485.93,2.666,14.705,0.433,179.267,5.278,19.835,29.242,95.847,2.822,86.36,2.543,40.61,1.196,257.787,7.59,0.066,2.25,3752.479,0.479,1.67,1.694,0.689,1.071,2.076,3.213,1.395,3.091,3.355,5.242,2.566,0.986,4.307,2.895,1.851,2.275,0.914,2.21,0.005,0.023,0.03,0.001,993.17,673.67,51.037,9.178
Canada,2011,CAN,34323536.0,1455579594752.0,6.02,0.175,565.254,9.192,1.653,681.809,29.9,4.587,19.864,0.468,0.175,16.468,0.388,0.145,86.995,2.535,601.281,17.518,0.413,310.415,28452.889,67612.852,9047.733,468.524,6117.079,39160.332,12443.323,65.815,113449.32,2.675,14.902,0.434,195.479,5.695,20.112,24.581,116.555,3.396,87.48,2.549,43.21,1.259,259.432,7.558,0.071,2.426,3893.982,0.446,1.641,1.719,0.591,1.043,2.066,3.185,1.377,3.116,3.345,5.222,2.56,0.982,4.145,3.067,2.234,2.286,0.882,2.198,0.005,0.024,0.03,0.001,843.7,690.33,36.027,6.374
Canada,2012,CAN,34691876.0,1479801044992.0,6.532,0.188,565.782,0.528,0.093,681.564,-0.245,-0.036,19.646,0.461,0.174,16.309,0.382,0.145,81.697,2.355,578.036,16.662,0.391,316.947,29018.672,68294.414,9129.431,484.32,6315.4,39276.113,12704.219,68.354,112586.703,2.639,15.796,0.455,198.322,5.717,19.902,24.335,115.782,3.337,88.06,2.538,45.5,1.312,260.896,7.52,0.073,2.539,3905.844,0.472,1.62,1.692,0.548,1.017,2.055,3.157,1.359,3.142,3.335,5.2,2.553,0.979,4.186,3.05,2.166,2.269,0.918,2.186,0.005,0.024,0.03,0.001,844.21,690.45,12.254,2.166
Canada,2013,CAN,35063696.0,1514897276928.0,5.973,0.17,569.54,3.758,0.664,691.786,10.222,1.5,19.729,0.457,0.173,16.243,0.376,0.142,79.213,2.259,577.981,16.484,0.382,322.92,29588.209,68986.203,9208.644,500.996,6520.08,39398.363,12964.753,70.817,114051.086,2.64,16.676,0.476,204.679,5.837,20.04,24.423,122.246,3.486,90.99,2.595,45.07,1.285,260.535,7.43,0.07,2.463,3999.052,0.414,1.617,1.726,0.528,0.991,2.044,3.131,1.341,3.171,3.328,5.183,2.546,0.974,4.326,3.131,2.516,2.249,0.836,2.174,0.005,0.024,0.031,0.001,856.35,702.66,8.441,1.482
Canada,2014,CAN,35404616.0,1552197222400.0,5.912,0.167,566.353,-3.187,-0.56,698.927,7.141,1.032,19.741,0.45,0.174,15.997,0.365,0.141,76.836,2.17,558.723,15.781,0.36,328.832,30154.564,69685.133,9285.48,517.898,6731.312,39530.938,13217.721,73.321,113198.414,2.582,16.902,0.477,211.232,5.966,20.069,24.411,132.574,3.745,93.38,2.638,44.52,1.257,252.967,7.145,0.071,2.504,4007.746,0.394,1.597,1.718,0.512,0.964,2.033,3.105,1.323,3.199,3.323,5.165,2.538,0.967,4.367,3.178,2.543,2.177,0.82,2.163,0.005,0.025,0.031,0.001,864.27,710.55,-7.63,-1.347
Canada,2015,CAN,35732120.0,1565171122176.0,6.185,0.173,570.68,4.327,0.764,718.218,19.29,2.76,20.1,0.459,0.178,15.971,0.365,0.141,78.423,2.195,541.387,15.151,0.346,335.016,30725.242,70403.352,9363.903,533.995,6945.088,39678.473,13471.6,75.641,112891.758,2.577,16.097,0.451,213.777,5.983,19.836,24.165,147.537,4.129,94.24,2.637,44.93,1.257,253.879,7.105,0.065,2.319,4033.862,0.428,1.609,1.748,0.535,0.943,2.023,3.081,1.307,3.222,3.318,5.146,2.529,0.96,4.189,3.151,2.62,2.136,0.764,2.152,0.005,0.025,0.031,0.001,863.46,708.8,-29.294,-5.133
Canada,2016,CAN,36113532.0,1586146836480.0,6.114,0.169,557.69,-12.991,-2.276,674.55,-43.668,-6.08,18.679,0.425,0.17,15.443,0.352,0.14,73.693,2.041,521.485,14.44,0.329,341.131,31282.934,71077.898,9437.597,548.088,7154.643,39795.336,13723.561,77.915,110180.789,2.509,14.093,0.39,209.554,5.803,19.638,21.129,116.861,3.236,96.17,2.663,43.71,1.21,251.961,6.977,0.063,2.275,3979.017,0.412,1.573,1.684,0.514,0.921,2.013,3.057,1.291,3.234,3.308,5.131,2.519,0.952,3.766,3.007,2.541,2.098,0.757,2.141,0.005,0.025,0.032,0.001,763.06,709.18,-36.205,-6.492
Canada,2017,CAN,36554344.0,1636443488256.0,6.863,0.188,566.652,8.962,1.607,721.88,47.329,7.016,19.748,0.441,0.179,15.502,0.346,0.14,72.858,1.993,527.749,14.437,0.322,347.994,31849.584,71799.773,9510.454,562.901,7368.949,39950.562,13979.165,80.122,110509.586,2.469,14.813,0.405,214.307,5.863,19.85,21.338,155.228,4.246,100.7,2.755,44.66,1.222,255.604,6.992,0.06,2.206,4039.605,0.456,1.573,1.778,0.503,0.903,2.003,3.035,1.276,3.248,3.298,5.121,2.51,0.944,3.823,3.009,3.4,2.092,0.729,2.129,0.005,0.025,0.032,0.001,779.98,725.61,-38.903,-6.865
Canada,2018,CAN,37035260.0,1669401542656.0,6.99,0.189,577.066,10.414,1.838,713.817,-8.062,-1.117,19.274,0.428,0.175,15.582,0.346,0.142,60.974,1.646,528.404,14.268,0.317,354.983,32426.652,72513.594,9571.429,578.385,7598.966,40087.312,14240.606,82.282,110059.281,2.442,15.484,0.418,230.017,6.211,20.041,21.571,136.751,3.692,104.92,2.833,47.56,1.284,261.441,7.059,0.058,2.161,4076.074,0.446,1.57,1.739,0.414,0.885,1.993,3.013,1.259,3.26,3.291,5.11,2.502,0.936,3.802,3.068,3.191,2.131,0.713,2.116,0.005,0.026,0.033,0.001,798.87,742.23,-48.662,-8.433
Canada,2019,CAN,37522584.0,,7.195,0.192,578.588,1.521,0.264,708.518,-5.299,-0.742,18.882,,0.175,15.42,,0.143,58.626,1.562,524.475,13.978,,362.179,33005.242,73222.109,9630.055,594.29,7830.531,40217.242,14503.76,84.425,107980.758,,15.905,0.424,231.565,6.171,19.372,20.835,129.93,3.463,103.86,2.768,44.86,1.196,263.154,7.013,0.057,2.143,4051.717,0.445,1.562,1.702,0.399,0.868,1.984,2.991,1.243,3.27,3.283,5.097,2.494,0.928,3.653,3.038,2.826,2.126,0.702,2.103,0.005,0.026,0.033,0.001,781.78,726.9,-54.113,-9.353
Canada,2020,CAN,37888704.0,,6.713,0.177,522.845,-55.742,-9.634,645.677,-62.841,-8.869,17.041,,0.17,13.8,,0.137,48.517,1.281,481.262,12.702,,368.891,33528.086,73867.789,9678.571,610.717,8052.005,40340.074,14731.43,86.471,100497.281,,16.426,0.434,221.474,5.845,17.887,19.308,122.832,3.242,100.25,2.646,47.2,1.246,227.67,6.009,0.054,2.045,3807.712,0.411,1.494,1.643,0.341,0.851,1.974,2.969,1.227,3.288,3.272,5.085,2.486,0.921,4.122,2.931,2.86,2.089,0.693,2.088,0.005,0.026,0.033,0.001,731.54,677.71,-41.583,-7.953
Canada,2021,CAN,38155012.0,,7.38,0.193,537.174,14.328,2.74,655.622,9.945,1.54,17.183,,0.171,14.079,,0.14,45.894,1.203,502.001,13.157,,376.272,34065.258,74523.414,9724.464,627.88,8280.715,40458.523,14967.321,88.605,100738.891,,17.164,0.45,228.711,5.994,,,118.449,3.104,,,,,235.891,6.182,0.056,2.135,3843.694,0.436,1.459,1.594,0.306,0.835,1.963,2.947,1.21,3.308,3.26,5.072,2.478,0.914,4.254,2.887,2.741,2.049,0.708,2.074,0.005,0.027,0.033,0.001,,,-35.173,-6.548
Canada,2022,CAN,38454328.0,,7.38,0.192,547.944,10.77,2.005,665.826,10.204,1.556,17.315,,0.169,14.249,,0.139,35.797,0.931,,,,383.652,34613.203,75189.242,9760.261,645.044,8521.11,40576.406,15212.396,90.74,102160.289,,17.164,0.446,240.394,6.251,,,117.883,3.066,,,,,245.074,6.373,0.056,2.135,3928.505,0.46,1.475,1.606,0.235,0.823,1.952,2.925,1.191,3.329,3.255,5.059,2.47,0.908,4.318,3.102,2.735,2.063,0.709,,,,,,,,,
China,2000,CHN,1264099072.0,5952682590208.0,244.388,0.193,3649.201,91.926,2.584,4320.913,-140.893,-3.158,3.418,0.726,0.366,2.887,0.613,0.309,2601.737,2.058,3262.526,2.581,0.548,2721.087,75724.0,127868.797,59417.617,62.389,907.342,56823.008,10582.577,2032.992,9334.936,1.982,4.737,0.004,59.796,0.047,3.613,3.34,671.712,0.531,808.41,0.64,376.31,0.298,648.686,0.513,0.071,89.857,11800.283,33.876,14.31,13.994,28.258,14.78,7.237,7.37,11.314,0.553,0.744,8.196,2.896,50.323,1.364,1.264,12.495,6.311,41.539,8.069,0.037,0.05,0.092,0.005,4221.71,4567.27,-386.674,-10.596
China,2001,CHN,1272739584.0,6329737412608.0,270.828,0.213,3728.513,79.313,2.173,4308.903,-12.01,-0.278,3.386,0.681,0.346,2.93,0.589,0.299,2637.655,2.072,3358.154,2.639,0.531,2991.916,79452.516,132177.703,62055.27,67.171,974.499,57403.398,11241.878,2121.782,9797.812,1.97,4.783,0.004,67.157,0.053,3.74,3.481,580.39,0.456,800.87,0.629,378.53,0.297,659.3,0.518,0.07,88.79,12470.062,35.921,14.522,14.03,28.487,15.612,7.412,7.486,11.611,0.578,0.769,8.22,2.992,49.886,1.424,1.412,11.524,6.366,41.619,8.169,0.038,0.051,0.094,0.005,4430.46,4759.81,-370.359,-9.933
China,2002,CHN,1280926080.0,6814493573120.0,282.688,0.221,4103.042,374.529,10.045,4596.373,287.47,6.672,3.588,0.674,0.338,3.203,0.602,0.302,3018.634,2.357,3650.118,2.85,0.536,3274.604,83555.555,136774.062,65073.906,71.657,1028.492,57896.73,11894.963,2211.938,10602.087,1.993,4.486,0.004,53.993,0.042,3.945,3.687,493.33,0.385,793.65,0.62,397.24,0.31,653.086,0.51,0.07,90.156,13580.49,36.155,15.632,14.53,31.171,16.417,7.608,7.61,11.96,0.6,0.781,8.228,3.081,49.489,1.381,1.101,9.161,6.318,41.682,8.277,0.038,0.053,0.097,0.005,4723.4,5053.06,-452.924,-11.039
China,2003,CHN,1288873344.0,7248622387200.0,353.679,0.274,4841.119,738.076,17.989,5362.1,765.727,16.659,4.16,0.74,0.339,3.756,0.668,0.306,3601.712,2.794,4077.756,3.164,0.563,3628.283,88396.68,142136.156,68675.617,76.836,1089.238,58417.715,12622.062,2304.642,12273.32,2.182,5.18,0.004,60.745,0.047,4.441,4.187,520.981,0.404,818.95,0.635,401.81,0.312,727.099,0.564,0.072,92.704,15818.756,41.125,17.509,16.015,34.228,17.438,7.851,7.763,12.382,0.625,0.797,8.233,3.182,49.133,1.503,1.195,8.931,6.848,41.94,8.406,0.039,0.055,0.1,0.005,5395.93,5724.51,-763.362,-15.768
China,2004,CHN,1296816768.0,7830953263104.0,368.396,0.284,5217.351,376.232,7.772,5825.695,463.596,8.646,4.492,0.744,0.315,4.023,0.666,0.282,3835.288,2.957,4315.593,3.328,0.551,3996.679,93614.023,147961.875,72510.906,82.028,1160.759,59026.055,13461.154,2402.502,14272.745,2.364,5.192,0.004,71.521,0.055,5.005,4.751,608.344,0.469,865.02,0.667,417.61,0.322,839.093,0.647,0.075,97.86,18509.135,40.998,18.23,17.127,35.262,18.414,8.108,7.934,12.822,0.649,0.817,8.256,3.301,48.81,1.515,1.36,11.279,7.621,42.258,8.554,0.04,0.058,0.104,0.006,6161.01,6489.94,-901.758,-17.284
China,2005,CHN,1304887552.0,8602940080128.0,411.649,0.315,5882.143,664.792,12.742,6268.588,442.893,7.602,4.804,0.729,0.298,4.508,0.684,0.28,4424.39,3.391,4717.784,3.615,0.548,4408.328,99496.164,154230.453,76935.289,87.616,1245.716,59412.5,14311.327,2507.889,16114.158,2.444,5.588,0.004,84.957,0.065,5.566,5.314,386.445,0.296,902.04,0.691,427.86,0.328,850.173,0.652,0.081,105.387,21027.164,42.705,19.877,18.178,38.294,19.447,8.403,8.12,13.332,0.675,0.845,8.254,3.417,48.561,1.606,1.581,7.9,7.653,43.499,8.725,0.041,0.06,0.108,0.006,6934.07,7263.56,-1164.36,-19.795
China,2006,CHN,1313086592.0,9489543593984.0,470.087,0.358,6494.338,612.195,10.408,6898.949,630.36,10.056,5.254,0.727,0.299,4.946,0.684,0.282,4905.374,3.736,5135.453,3.911,0.541,4878.415,105990.508,161129.391,81840.672,93.15,1349.469,59817.113,15209.861,2618.945,17552.816,2.429,5.534,0.004,103.753,0.079,6.049,5.798,404.611,0.308,940.51,0.716,440.71,0.336,898.534,0.684,0.085,111.056,23048.367,44.713,21.219,19.249,40.211,20.566,8.725,8.326,13.889,0.699,0.882,8.25,3.537,48.343,1.592,1.872,7.729,8.015,43.902,8.914,0.042,0.063,0.112,0.006,7612.85,7942.46,-1358.885,-20.924
China,2007,CHN,1321513216.0,10358205972480.0,514.981,0.39,6983.577,489.239,7.533,7342.994,444.045,6.436,5.557,0.709,0.293,5.285,0.674,0.279,5289.904,4.003,5545.422,4.196,0.535,5393.396,112974.086,168472.391,87130.57,98.115,1478.985,60176.527,16137.212,2735.806,18955.008,2.418,4.965,0.004,129.515,0.098,6.471,6.221,359.417,0.272,970.03,0.734,449.65,0.34,927.351,0.702,0.088,116.861,25049.293,45.607,22.17,20.366,41.364,21.704,9.065,8.546,14.472,0.718,0.932,8.248,3.657,48.191,1.446,2.26,7.889,8.244,45.012,9.112,0.044,0.067,0.116,0.006,8221.63,8551.05,-1438.154,-20.593
China,2008,CHN,1330167168.0,10799147909120.0,525.924,0.395,7501.498,517.921,7.416,7854.141,511.147,6.961,5.905,0.727,0.302,5.64,0.695,0.288,5729.474,4.307,5969.058,4.487,0.553,5919.32,120475.586,176326.547,92860.047,102.781,1628.659,60529.172,17107.328,2857.448,19560.699,2.409,4.666,0.004,149.674,0.113,6.62,6.373,352.643,0.265,988.56,0.743,465.49,0.35,970.117,0.729,0.091,121.642,26019.0,45.998,23.412,21.353,43.393,22.773,9.425,8.781,15.093,0.734,0.99,8.243,3.78,48.13,1.394,2.539,7.438,8.657,46.793,9.318,0.045,0.07,0.121,0.006,8477.05,8805.33,-1532.44,-20.428
China,2009,CHN,1339125632.0,11572544012288.0,583.56,0.436,7891.089,389.592,5.194,8248.937,394.796,5.027,6.16,0.713,0.304,5.893,0.682,0.291,6028.5,4.502,6721.393,5.019,0.581,6502.88,128366.672,184575.469,98888.547,107.337,1793.063,60887.02,18089.676,2985.169,20281.068,2.347,4.557,0.003,164.404,0.123,7.005,6.759,357.847,0.267,1017.72,0.76,476.38,0.356,982.348,0.734,0.095,127.721,27158.898,49.647,25.056,22.459,46.255,23.936,9.801,9.027,15.739,0.749,1.053,8.233,3.903,48.296,1.379,2.86,6.834,8.962,52.338,9.534,0.046,0.073,0.126,0.007,9051.17,9380.45,-1169.697,-14.823
China,2010,CHN,1348191360.0,12858808074240.0,639.592,0.474,8620.627,729.538,9.245,8631.894,382.958,4.643,6.403,0.671,0.297,6.394,0.67,0.297,6568.793,4.872,7336.8,5.442,0.571,7142.472,136987.297,193207.375,105457.336,111.311,1992.648,60898.289,19182.248,3101.279,21551.547,2.26,3.974,0.003,199.585,0.148,7.574,7.33,11.268,0.008,1066.02,0.791,488.82,0.363,1092.572,0.81,0.086,116.11,29055.609,50.969,25.883,22.43,47.119,25.129,10.2,9.274,16.42,0.758,1.129,8.177,4.04,48.253,1.164,3.223,0.218,9.643,47.168,9.763,0.047,0.077,0.131,0.007,9882.38,10211.64,-1283.827,-14.892
